Marca;Modelo;Combustible;Transmisión;Estado;Año matricula;Kilometraje;Potencia;Precio
Volkswagen;Golf;Gasolina;Manual;Usado;11/2015;71500;86.0;9980.0
BMW;114;Gasolina;Manual;Usado;03/2014;88600;102.0;9980.0
Hyundai;i10;Gasolina;Manual;Usado;06/2018;24465;87.0;9980.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;100;101.0;9981.0
Volkswagen;Polo;Gasolina;Manual;Usado;07/2015;53718;90.0;9985.0
Opel;Adam;Gasolina;Manual;Usado;08/2017;39001;69.0;9986.0
Skoda;Rapid/Spaceback;Gasolina;Automática;Usado;07/2013;90000;122.0;9986.0
Ford;C-Max;Diesel;Automática;Usado;11/2015;49200;170.0;14950.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;06/2017;28500;110.0;14970.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;04/2017;72500;125.0;14970.0
BMW;218;Diesel;Automática;Usado;06/2017;99870;150.0;14980.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;09/2016;38421;110.0;14980.0
Mercedes-Benz;B 180;Gasolina;Automática;Usado;05/2014;41308;122.0;14980.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;08/2014;85506;125.0;14980.0
Ford;Tourneo Connect;Diesel;Manual;Usado;06/2017;22626;101.0;14980.0
Mercedes-Benz;Citan;Diesel;Manual;Usado;06/2019;547;90.0;14980.0
Volkswagen;Sharan;Gasolina;Automática;Usado;04/2011;74751;200.0;14990.0
Dacia;Lodgy;Gasolina;Manual;Nuevo;09/2020;100;131.0;14990.0
Renault;Trafic;Gasolina;Manual;Usado;07/2016;65040;90.0;14990.0
Fiat;500L;Gasolina;Manual;Usado;11/2017;19500;120.0;14990.0
Dacia;Dokker;Diesel;Manual;Nuevo;09/2020;100;95.0;14990.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;08/2016;43748;110.0;14990.0
Ford;C-Max;Gasolina;Manual;Usado;06/2017;14466;101.0;14990.0
Ford;S-Max;Diesel;Manual;Usado;12/2015;49224;150.0;14990.0
Ford;Grand C-Max;Diesel;Manual;Usado;12/2016;76100;150.0;14990.0
Ford;C-Max;Gasolina;Manual;Usado;01/2019;17408;125.0;14990.0
Citroen;Berlingo;Diesel;Automática;Usado;12/2016;59500;99.0;14999.0
Ford;Fiesta;Gasolina;Manual;Usado;08/2017;22000;101.0;9600.0
Volkswagen;Polo;Gasolina;Manual;Usado;01/2017;47500;90.0;9600.0
Opel;Corsa;Gasolina;Manual;Usado;06/2017;44173;90.0;9605.0
Hyundai;i10;Gasolina;Manual;Nuevo;09/2020;10;67.0;9649.0
Toyota;Yaris;Gasolina;Manual;Usado;05/2016;38211;99.0;9650.0
Opel;Adam;Gasolina;Manual;Usado;08/2016;18896;87.0;9650.0
Skoda;Citigo;Gasolina;Manual;Usado;06/2018;17480;75.0;9650.0
Skoda;Citigo;Gasolina;Manual;Usado;03/2018;9916;75.0;9650.0
Ford;Fiesta;Gasolina;Manual;Usado;04/2018;44022;86.0;9660.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;100;73.0;9690.0
Nissan;Micra;Gasolina;Manual;Usado;08/2017;37500;90.0;9690.0
smart;forFour;Gasolina;Manual;Usado;02/2016;19280;71.0;9690.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;100;71.0;9690.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;100;71.0;9690.0
Renault;Clio;Diesel;Manual;Usado;11/2015;68100;90.0;9740.0
Opel;Corsa;Gasolina;Manual;Usado;11/2016;34684;90.0;9740.0
Volkswagen;up!;Gasolina;Manual;Usado;03/2017;24484;90.0;9743.0
Opel;Corsa;Gasolina;Manual;Usado;05/2016;33590;116.0;9750.0
Opel;Corsa;Gasolina;Manual;Usado;03/2018;23505;90.0;9777.0
Fiat;Panda;Gasolina;Manual;Usado;07/2018;21535;69.0;9780.0
Kia;Rio;Gasolina;Manual;Usado;06/2014;57220;86.0;7860.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;5;71.0;7879.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;5;71.0;7879.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;5;71.0;7879.0
Volkswagen;Polo;Gasolina;Manual;Usado;07/2015;94371;75.0;7880.0
Ford;Fiesta;Gasolina;Manual;Usado;07/2012;30650;82.0;7880.0
Volkswagen;up!;Gasolina;Manual;Usado;04/2016;31382;60.0;7880.0
smart;forFour;Gasolina;Manual;Usado;03/2018;57604;71.0;7880.0
smart;forFour;Gasolina;Manual;Usado;03/2018;43138;71.0;7880.0
Fiat;500;Gasolina;Manual;Usado;09/2015;70990;69.0;7890.0
Fiat;500C;Gasolina;Manual;Usado;07/2014;92200;69.0;7890.0
Fiat;Panda;Gasolina;Manual;Usado;04/2017;34750;69.0;7898.0
Kia;Rio;Gasolina;Manual;Usado;08/2015;64000;109.0;7899.0
Volkswagen;Polo;Gasolina;Manual;Usado;09/2013;62500;86.0;7900.0
Volkswagen;Caddy;Diesel;Manual;Usado;02/2012;95778;102.0;7900.0
SEAT;Ibiza;Gasolina;Manual;Usado;03/2014;75947;105.0;7900.0
Renault;Twingo;Gasolina;Manual;Usado;08/2018;16850;71.0;7940.0
Fiat;500;Gasolina;Manual;Usado;03/2012;65000;69.0;7940.0
Renault;Kangoo;Diesel;Manual;Usado;02/2014;92503;90.0;7940.0
Dacia;Sandero;Diesel;Manual;Usado;03/2015;60500;90.0;7941.0
Ford;Mustang;Gasolina;Automática;Usado;07/2020;5628;450.0;47990.0
Jaguar;F-Type;Gasolina;Automática;Usado;05/2018;25935;340.0;48820.0
Renault;Megane;Gasolina;Manual;Nuevo;09/2020;11;300.0;48990.0
Audi;A5;Diesel;Automática;Usado;05/2019;26032;286.0;49440.0
Audi;TTS;Gasolina;Automática;Usado;02/2020;12960;306.0;49490.0
Mercedes-Benz;CLA 35 AMG;Gasolina;Automática;Usado;08/2019;8653;306.0;49790.0
Jaguar;F-Type;Gasolina;Automática;Usado;06/2018;18100;340.0;49800.0
Ford;Mustang;Gasolina;Manual;Usado;07/2019;3409;460.0;49900.0
Porsche;Cayman;Gasolina;Automática;Usado;08/2017;28273;299.0;49900.0
Ford;Mustang;Gasolina;Manual;Usado;09/2020;101;460.0;49950.0
Mercedes-Benz;E 400;Gasolina;Automática;Usado;09/2017;33584;333.0;49990.0
Volkswagen;Arteon;Gasolina;Automática;Usado;05/2019;11790;272.0;49990.0
Ford;Mustang;Gasolina;Automática;Nuevo;09/2020;100;450.0;50262.0
Porsche;Cayman;Gasolina;Automática;Usado;02/2018;38476;299.0;50900.0
Porsche;Panamera;Gasolina;Automática;Usado;05/2013;21596;430.0;51240.0
Mercedes-Benz;GLC 43 AMG;Gasolina;Automática;Usado;07/2017;34500;367.0;51290.0
Ford;Mustang;Gasolina;Manual;Nuevo;09/2020;100;460.0;51950.0
Ford;Mustang;Gasolina;Manual;Nuevo;09/2020;100;460.0;51950.0
Mercedes-Benz;S 500;Gasolina;Automática;Usado;08/2015;67000;455.0;51999.0
Ford;Mustang;Gasolina;Automática;Usado;02/2020;5928;450.0;52350.0
Skoda;Yeti;Gasolina;Automática;Usado;03/2014;84500;122.0;13590.0
Mitsubishi;ASX;Gasolina;Manual;Usado;11/2016;19800;117.0;13590.0
Hyundai;Tucson;Gasolina;Manual;Usado;04/2016;55080;132.0;13598.0
Hyundai;Tucson;Diesel;Manual;Usado;12/2015;89110;136.0;13619.0
Suzuki;Vitara;Gasolina;Manual;Usado;06/2017;56707;120.0;13650.0
Opel;Mokka;Diesel;Manual;Usado;12/2015;71650;136.0;13690.0
Opel;Mokka;Gasolina;Automática;Usado;12/2013;40950;140.0;13690.0
Renault;Kadjar;Diesel;Manual;Usado;10/2015;62500;131.0;13690.0
Opel;Crossland X;Gasolina;Manual;Usado;01/2018;24704;82.0;13690.0
Dacia;Duster;Gasolina;Manual;Usado;08/2017;8711;125.0;13749.0
Renault;Captur;Gasolina;Manual;Usado;07/2019;14279;90.0;13749.0
Opel;Crossland X;Gasolina;Manual;Usado;08/2017;30890;131.0;13750.0
Opel;Mokka X;Diesel;Automática;Usado;01/2017;90975;136.0;13750.0
Opel;Mokka;Gasolina;Manual;Usado;06/2016;46379;140.0;13770.0
Mazda;CX-5;Diesel;Manual;Usado;11/2014;83980;150.0;13770.0
Opel;Mokka;Gasolina;Manual;Usado;12/2014;43723;140.0;13780.0
Renault;Captur;Gasolina;Manual;Usado;10/2019;17724;90.0;13790.0
Renault;Captur;Gasolina;Manual;Usado;10/2019;14102;90.0;13790.0
Renault;Captur;Gasolina;Manual;Usado;10/2019;20749;90.0;13790.0
Kia;Stonic;Gasolina;Manual;Nuevo;09/2020;1;84.0;13830.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;110.0;13290.0
Opel;Astra;Gasolina;Manual;Usado;06/2016;60600;125.0;13290.0
Dacia;Logan;Gasolina;Automática;Nuevo;09/2020;1;90.0;13300.0
Volkswagen;Golf Variant;Gasolina;Manual;Usado;06/2016;91544;125.0;13385.0
Kia;Ceed / cee'd;Gasolina;Manual;Usado;05/2019;26055;99.0;13390.0
MINI;One D Clubman;Diesel;Manual;Usado;05/2016;84734;116.0;13440.0
Volkswagen;Golf Variant;Gasolina;Manual;Usado;09/2015;90952;125.0;13445.0
Volvo;V40;Diesel;Manual;Usado;02/2016;69500;150.0;13450.0
Skoda;Fabia;Gasolina;Manual;Usado;08/2018;21371;110.0;13465.0
Volkswagen;Passat Variant;Gasolina;Automática;Usado;01/2013;28600;122.0;13470.0
Volkswagen;Passat Variant;Gasolina;Manual;Usado;07/2014;52835;122.0;13470.0
Hyundai;i40;Gasolina;Automática;Usado;04/2013;63000;177.0;13480.0
Opel;Insignia;Diesel;Automática;Usado;05/2017;99968;170.0;13480.0
Volkswagen;Passat Variant;Diesel;Manual;Usado;06/2015;93200;150.0;13490.0
Citroen;C5;Diesel;Automática;Usado;10/2014;93889;204.0;13490.0
Opel;Insignia;Diesel;Manual;Usado;06/2015;83100;170.0;13490.0
Volkswagen;Golf Variant;Gasolina;Manual;Usado;12/2015;44500;86.0;13490.0
Ford;C-Max;Gasolina;Manual;Usado;02/2018;36800;125.0;13490.0
Opel;Astra;Gasolina;Manual;Usado;06/2016;67100;150.0;13500.0
Skoda;Fabia;Diesel;Manual;Usado;01/2019;17100;90.0;13500.0
Volkswagen;Polo;Gasolina;Manual;Usado;10/2016;32808;75.0;10430.0
Volkswagen;Golf;Gasolina;Manual;Usado;05/2016;41593;125.0;10440.0
SEAT;Ibiza;Gasolina;Manual;Usado;06/2017;40651;110.0;10440.0
SEAT;Ibiza;Diesel;Automática;Usado;03/2016;52200;90.0;10440.0
Renault;Clio;Diesel;Manual;Usado;01/2019;11296;90.0;10440.0
Nissan;Juke;Gasolina;Manual;Usado;05/2015;49587;116.0;10440.0
Fiat;500;Gasolina;Manual;Usado;07/2019;11338;69.0;10450.0
Fiat;500;Gasolina;Manual;Usado;07/2019;20161;69.0;10450.0
Mazda;2;Gasolina;Manual;Usado;08/2017;22701;75.0;10450.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;20;73.0;10450.0
Volkswagen;Golf;Gasolina;Manual;Usado;02/2016;41489;110.0;10470.0
Peugeot;308;Gasolina;Manual;Usado;06/2014;62900;131.0;10480.0
Kia;Picanto;Gasolina;Manual;Usado;11/2018;10900;67.0;10490.0
Fiat;Tipo;Gasolina;Manual;Usado;01/2017;17797;95.0;10490.0
Kia;Picanto;Gasolina;Manual;Nuevo;09/2020;100;67.0;10490.0
Fiat;500;Gasolina;Manual;Usado;02/2018;21089;86.0;10490.0
Skoda;Rapid/Spaceback;Gasolina;Manual;Usado;05/2016;32184;90.0;10490.0
Opel;Corsa;Gasolina;Manual;Usado;03/2019;16450;90.0;10490.0
Kia;Picanto;Gasolina;Manual;Nuevo;09/2020;100;67.0;10490.0
Opel;Adam;Gasolina;Manual;Usado;01/2019;21651;87.0;10490.0
Dacia;Dokker;Diesel;Manual;Nuevo;09/2020;100;95.0;16690.0
Dacia;Dokker;Diesel;Manual;Nuevo;09/2020;100;95.0;16690.0
Hyundai;iX20;Gasolina;Automática;Nuevo;09/2020;2;125.0;16690.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;05/2016;73446;150.0;16730.0
Renault;Kadjar;Gasolina;Manual;Nuevo;09/2020;100;140.0;16753.0
Mercedes-Benz;B 180;Diesel;Manual;Usado;05/2018;50800;109.0;16780.0
Dacia;Dokker;Gasolina;Manual;Nuevo;09/2020;10;131.0;16790.0
Nissan;NV200;Diesel;Manual;Usado;05/2017;59819;110.0;16794.0
Citroen;Berlingo;Gasolina;Manual;Nuevo;09/2020;100;110.0;16800.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;09/2016;59800;125.0;16850.0
Renault;Espace;Diesel;Manual;Usado;03/2017;75875;131.0;16870.0
Ford;Galaxy;Diesel;Automática;Usado;04/2014;60017;163.0;16890.0
Ford;C-Max;Gasolina;Manual;Usado;08/2019;19607;101.0;16890.0
Ford;Tourneo Courier;Diesel;Manual;Usado;11/2019;1250;101.0;16890.0
Renault;Scenic;Diesel;Manual;Usado;07/2018;43197;131.0;16890.0
Volkswagen;Touran;Diesel;Automática;Usado;08/2018;79000;110.0;16900.0
Citroen;Berlingo;Gasolina;Manual;Nuevo;09/2020;100;110.0;16901.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;05/2016;57480;125.0;16910.0
Citroen;C4 SpaceTourer;Diesel;Automática;Usado;03/2017;48064;150.0;16950.0
Volkswagen;Touran;Gasolina;Manual;Usado;12/2016;59400;150.0;16962.0
Opel;Corsa;Gasolina;Manual;Usado;06/2018;18393;90.0;9790.0
Toyota;Yaris;Gasolina;Automática;Usado;12/2014;58850;75.0;9790.0
Opel;Karl;Gasolina;Manual;Usado;07/2017;29500;75.0;9790.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;1;73.0;9790.0
Microcar;M.Go;Diesel;Automática;Nuevo;09/2020;100;8.0;9799.0
Renault;Clio;Gasolina;Manual;Usado;10/2015;19996;90.0;9799.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;20;71.0;9850.0
Citroen;DS3;Gasolina;Manual;Usado;01/2016;48190;110.0;9850.0
Volkswagen;Polo;Gasolina;Manual;Usado;05/2017;21474;60.0;9863.0
Volkswagen;Polo;Gasolina;Manual;Usado;08/2017;20402;60.0;9865.0
Volkswagen;Polo;Diesel;Manual;Usado;04/2016;56314;75.0;9874.0
Fiat;Panda;Gasolina;Manual;Nuevo;09/2020;5;69.0;9880.0
Ford;Ka/Ka+;Gasolina;Manual;Usado;09/2018;20800;86.0;9890.0
Opel;Corsa;Gasolina;Manual;Usado;09/2018;37200;90.0;9890.0
Volkswagen;up!;Gasolina;Manual;Usado;03/2017;67196;90.0;9890.0
Hyundai;i10;Gasolina;Manual;Nuevo;09/2020;10;67.0;9898.0
Opel;Corsa;Gasolina;Manual;Usado;11/2017;28500;90.0;9900.0
Volkswagen;Polo;Gasolina;Manual;Usado;07/2016;27800;60.0;9910.0
Volkswagen;Polo GTI;Gasolina;Automática;Usado;03/2012;97643;179.0;9925.0
Opel;Corsa;Gasolina;Manual;Usado;08/2016;61341;150.0;9950.0
Ford;Fiesta;Gasolina;Manual;Usado;06/2015;70558;82.0;7496.0
Hyundai;i10;Gasolina;Manual;Usado;10/2014;78952;87.0;7500.0
Suzuki;Swift;Gasolina;Manual;Usado;09/2014;77067;94.0;7500.0
Skoda;Citigo;Gasolina;Manual;Usado;02/2017;75600;75.0;7550.0
Ford;Fiesta;Gasolina;Manual;Usado;02/2016;32500;60.0;7555.0
Dacia;Logan;Gasolina;Manual;Usado;04/2015;84224;90.0;7570.0
Hyundai;iX20;Gasolina;Manual;Usado;06/2011;60210;90.0;7580.0
Opel;Astra;Gasolina;Manual;Usado;07/2015;97850;116.0;7590.0
smart;forFour;Gasolina;Manual;Usado;07/2018;43640;71.0;7590.0
Hyundai;iX20;Gasolina;Manual;Usado;06/2015;97100;90.0;7600.0
Citroen;Berlingo;Gasolina;Manual;Usado;10/2011;73762;120.0;7648.0
Opel;Astra;Gasolina;Automática;Usado;06/2010;50800;179.0;7650.0
Ford;C-Max;Diesel;Manual;Usado;04/2012;73850;95.0;7650.0
Volkswagen;up!;Gasolina;Manual;Usado;05/2016;24810;60.0;7660.0
Peugeot;2008;Diesel;Automática;Usado;10/2014;82585;92.0;7660.0
Opel;Karl;Gasolina;Manual;Usado;10/2015;38000;75.0;7660.0
Nissan;Micra;Gasolina;Manual;Usado;03/2016;45247;98.0;7670.0
Opel;Astra;Diesel;Manual;Usado;05/2015;97984;110.0;7680.0
SEAT;Ibiza;Gasolina;Manual;Usado;06/2016;65577;75.0;7680.0
Renault;Twingo;Gasolina;Manual;Usado;12/2017;35000;69.0;7690.0
Ford;Mustang;Gasolina;Manual;Usado;07/2020;100;460.0;52500.0
Ford;Mustang;Gasolina;Automática;Nuevo;09/2020;15;450.0;52840.0
Mercedes-Benz;GLE 43 AMG;Gasolina;Automática;Usado;08/2017;60366;367.0;52849.0
Aston;Martin Rapide;Gasolina;Automática;Usado;12/2012;81503;476.0;52870.0
Audi;A5;Gasolina;Automática;Usado;03/2020;7000;245.0;52890.0
Dodge;Challenger;Gasolina;Automática;Nuevo;09/2020;30;492.0;52900.0
Mercedes-Benz;C 63 AMG;Gasolina;Automática;Usado;08/2016;7120;476.0;52900.0
Volkswagen;Arteon;Diesel;Automática;Usado;11/2019;806;239.0;52957.0
Ford;Mustang;Gasolina;Manual;Nuevo;09/2020;10;460.0;53550.0
BMW;M2;Gasolina;Automática;Usado;08/2019;10781;411.0;53870.0
Ford;Mustang;Gasolina;Automática;Usado;06/2019;8526;450.0;53900.0
Chevrolet;Camaro;Gasolina;Automática;Nuevo;09/2020;100;453.0;53900.0
BMW;M4;Gasolina;Automática;Usado;05/2017;52700;450.0;53990.0
Audi;RS5;Gasolina;Automática;Usado;12/2017;85400;450.0;54890.0
BMW;M2;Gasolina;Automática;Usado;08/2019;12943;411.0;54990.0
Mercedes-Benz;E 450;Gasolina;Automática;Usado;04/2019;9378;367.0;54990.0
Ford;Mustang;Gasolina;Manual;Nuevo;09/2020;10;460.0;54990.0
Mercedes-Benz;CLS 350;Diesel;Automática;Usado;04/2018;23114;286.0;55899.0
BMW;M4;Gasolina;Automática;Usado;04/2017;49900;450.0;55990.0
Toyota;Supra;Gasolina;Automática;Usado;05/2020;2500;340.0;56890.0
Ford;Kuga;Gasolina;Manual;Usado;06/2016;45000;120.0;13990.0
Renault;Kadjar;Diesel;Manual;Usado;08/2016;40181;131.0;13990.0
Renault;Captur;Gasolina;Manual;Usado;03/2019;13186;131.0;13990.0
Renault;Captur;Gasolina;Manual;Usado;11/2019;12581;90.0;13990.0
Renault;Captur;Gasolina;Manual;Usado;11/2019;13564;90.0;13990.0
Renault;Captur;Gasolina;Manual;Usado;11/2019;13277;90.0;13990.0
Renault;Captur;Gasolina;Manual;Usado;08/2019;23298;131.0;13990.0
Ford;Kuga;Diesel;Manual;Usado;07/2014;50935;140.0;13990.0
Ford;Kuga;Gasolina;Manual;Usado;05/2016;40920;120.0;13990.0
Renault;Captur;Gasolina;Manual;Usado;08/2019;18153;131.0;13990.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;01/2013;65162;122.0;13990.0
Honda;CR-V;Gasolina;Manual;Usado;03/2012;46195;150.0;13995.0
Renault;Kadjar;Diesel;Manual;Usado;01/2017;88739;131.0;13995.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;02/2016;48383;125.0;13999.0
Jeep;Cherokee;Diesel;Manual;Usado;01/2016;93400;140.0;13999.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;100;131.0;14025.0
Dacia;Duster;Diesel;Manual;Nuevo;09/2020;1;116.0;14080.0
Renault;Captur;Gasolina;Manual;Nuevo;09/2020;11;101.0;14098.0
Ford;EcoSport;Gasolina;Manual;Nuevo;09/2020;100;95.0;14157.0
Renault;Captur;Gasolina;Manual;Usado;10/2019;11478;90.0;14190.0
Skoda;Fabia;Diesel;Manual;Usado;12/2018;15600;90.0;13500.0
Opel;Astra;Diesel;Manual;Usado;08/2018;39000;110.0;13500.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;110.0;13535.0
Fiat;Tipo;Gasolina;Manual;Nuevo;09/2020;100;120.0;13535.0
Volkswagen;Golf Variant;Gasolina;Manual;Usado;05/2017;62686;110.0;13550.0
Ford;Focus;Gasolina;Manual;Usado;01/2018;7700;86.0;13550.0
Hyundai;i30;Gasolina;Manual;Usado;11/2019;19600;99.0;13570.0
Toyota;Auris;Gasolina;Manual;Usado;04/2018;17890;116.0;13590.0
Volkswagen;Golf;Diesel;Manual;Usado;05/2018;92500;116.0;13590.0
Hyundai;i40;Diesel;Automática;Usado;05/2015;81535;136.0;13600.0
Opel;Insignia;Gasolina;Manual;Usado;02/2016;57633;140.0;13620.0
Volkswagen;Golf Variant;Gasolina;Manual;Usado;02/2014;62906;140.0;13621.0
Kia;Ceed / cee'd;Gasolina;Manual;Nuevo;09/2020;100;101.0;13628.0
Kia;Ceed / cee'd;Gasolina;Manual;Nuevo;09/2020;100;101.0;13628.0
Kia;Ceed SW / cee'd SW;Gasolina;Manual;Nuevo;09/2020;100;101.0;13637.0
Kia;Ceed SW / cee'd SW;Gasolina;Manual;Nuevo;09/2020;100;101.0;13637.0
SEAT;Leon;Gasolina;Manual;Usado;05/2016;86550;150.0;13670.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;95.0;13690.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;95.0;13690.0
Citroen;Grand C4 Picasso;Diesel;Manual;Usado;03/2016;82500;120.0;13690.0
Ford;Fiesta;Gasolina;Manual;Usado;06/2016;29330;80.0;10270.0
Toyota;Auris;Gasolina;Manual;Usado;11/2014;48799;99.0;10280.0
Opel;Adam;Gasolina;Manual;Usado;05/2019;14932;101.0;10280.0
Fiat;Tipo;Gasolina;Manual;Nuevo;09/2020;100;95.0;10290.0
Skoda;Fabia;Gasolina;Manual;Usado;07/2019;14000;60.0;10300.0
Volkswagen;Polo;Gasolina;Manual;Usado;10/2016;32808;75.0;10430.0
Volkswagen;Golf;Gasolina;Manual;Usado;05/2016;41593;125.0;10440.0
SEAT;Ibiza;Gasolina;Manual;Usado;06/2017;40651;110.0;10440.0
SEAT;Ibiza;Diesel;Automática;Usado;03/2016;52200;90.0;10440.0
Renault;Clio;Diesel;Manual;Usado;01/2019;11296;90.0;10440.0
Citroen;C4 Cactus;Diesel;Manual;Usado;03/2015;60830;99.0;10440.0
Nissan;Juke;Gasolina;Manual;Usado;05/2015;49587;116.0;10440.0
Fiat;500;Gasolina;Manual;Usado;07/2019;11338;69.0;10450.0
Fiat;500;Gasolina;Manual;Usado;07/2019;20161;69.0;10450.0
Mazda;2;Gasolina;Manual;Usado;08/2017;22701;75.0;10450.0
Peugeot;308;Gasolina;Manual;Usado;06/2014;62900;131.0;10480.0
Kia;Picanto;Gasolina;Manual;Usado;11/2018;10900;67.0;10490.0
Fiat;Tipo;Gasolina;Manual;Usado;01/2017;17797;95.0;10490.0
Kia;Picanto;Gasolina;Manual;Nuevo;09/2020;100;67.0;10490.0
SEAT;Ibiza;Gasolina;Manual;Usado;03/2018;46132;75.0;10490.0
Opel;Zafira Tourer;Gasolina;Automática;Usado;07/2016;54459;140.0;16970.0
Mercedes-Benz;B 180;Diesel;Manual;Usado;10/2017;32990;109.0;16970.0
Opel;Zafira;Diesel;Manual;Usado;06/2017;67619;170.0;16980.0
Volkswagen;Touran;Diesel;Manual;Usado;05/2016;78300;150.0;16980.0
Volkswagen;Touran;Diesel;Manual;Usado;01/2017;70600;116.0;16985.0
BMW;218;Diesel;Automática;Usado;05/2017;85917;150.0;16987.0
Opel;Zafira;Diesel;Manual;Usado;01/2019;19813;136.0;16990.0
Ford;S-Max;Diesel;Manual;Usado;08/2015;63982;150.0;16990.0
BMW;216;Diesel;Automática;Usado;12/2017;24061;116.0;16990.0
Ford;C-Max;Gasolina;Manual;Usado;03/2019;24356;125.0;16998.0
Dodge;Grand Caravan;Gasolina;Automática;Usado;07/2016;78500;287.0;16999.0
Volkswagen;Touran;Diesel;Automática;Usado;07/2017;44642;116.0;17226.0
Toyota;Proace;Gasolina;Manual;Nuevo;09/2020;100;110.0;17250.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;12/2017;30552;110.0;17250.0
Ford;Grand C-Max;Gasolina;Manual;Usado;07/2018;18200;125.0;17250.0
Volkswagen;Touran;Gasolina;Manual;Usado;06/2016;31325;110.0;17290.0
BMW;216;Diesel;Automática;Usado;08/2018;43589;116.0;17374.0
Volkswagen;Touran;Gasolina;Automática;Usado;08/2016;95712;150.0;17430.0
Volkswagen;Touran;Diesel;Manual;Usado;03/2017;76750;116.0;17444.0
BMW;218;Gasolina;Manual;Usado;07/2017;35490;136.0;17450.0
Peugeot;108;Gasolina;Manual;Usado;03/2018;11160;82.0;9490.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;100;71.0;9490.0
Volkswagen;Polo;Gasolina;Manual;Usado;04/2016;42560;75.0;9550.0
Skoda;Citigo;Gasolina;Manual;Usado;11/2018;9087;60.0;9567.0
Volkswagen;up!;Gasolina;Manual;Usado;08/2017;31349;90.0;9580.0
Kia;Picanto;Gasolina;Manual;Usado;04/2019;18203;67.0;9580.0
Opel;Corsa;Gasolina;Manual;Usado;10/2016;38327;90.0;9590.0
Ford;Fiesta;Gasolina;Manual;Usado;07/2015;59694;101.0;9590.0
Opel;Corsa;Gasolina;Manual;Usado;10/2016;41109;101.0;9590.0
Ford;Fiesta;Gasolina;Manual;Usado;08/2017;22000;101.0;9600.0
Volkswagen;Polo;Gasolina;Manual;Usado;01/2017;47500;90.0;9600.0
Opel;Corsa;Gasolina;Manual;Usado;06/2017;44173;90.0;9605.0
Citroen;DS3;Diesel;Manual;Usado;01/2015;67010;120.0;9630.0
Hyundai;i10;Gasolina;Manual;Nuevo;09/2020;10;67.0;9649.0
Toyota;Yaris;Gasolina;Manual;Usado;05/2016;38211;99.0;9650.0
Skoda;Citigo;Gasolina;Manual;Usado;06/2018;17480;75.0;9650.0
Skoda;Citigo;Gasolina;Manual;Usado;03/2018;9916;75.0;9650.0
Ford;Fiesta;Gasolina;Manual;Usado;04/2018;44022;86.0;9660.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;100;73.0;9690.0
Nissan;Micra;Gasolina;Manual;Usado;08/2017;37500;90.0;9690.0
Kia;Rio;Gasolina;Manual;Usado;10/2014;42900;86.0;7690.0
Hyundai;i30;Gasolina;Manual;Usado;06/2014;86711;99.0;7690.0
smart;forTwo;Gasolina;Manual;Usado;05/2017;19900;71.0;7690.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;100;73.0;7691.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;100;73.0;7691.0
Dacia;Logan;Gasolina;Manual;Usado;07/2017;51937;73.0;7699.0
Kia;Soul;Gasolina;Manual;Usado;12/2012;90000;126.0;7699.0
Lada;Kalina;Gasolina;Automática;Usado;10/2016;29000;98.0;7700.0
Peugeot;207;Gasolina;Manual;Usado;04/2011;87500;120.0;7739.0
Volkswagen;Polo;Gasolina;Manual;Usado;03/2011;25300;60.0;7750.0
Renault;Twingo;Gasolina;Manual;Usado;11/2015;39681;90.0;7765.0
Ford;Fiesta;Gasolina;Manual;Usado;05/2017;59156;65.0;7770.0
